,sent_id,word_id,word,value
4905,792,150,zegt,0.5273950698497003
4906,793,10,afstand,0.0698031743936917
4907,793,11,blijven,0.28926190288431486
4908,793,13,houden,0.2569154033734213
4909,793,14,mensen,0.18616701724001275
4910,793,20,we,0.18465682976040132
4911,793,31,mogelijk,0.32378433736176776
4912,793,37,wel,0.19832186229863663
4913,793,39,elkaar,0.23215564086820675
4914,793,42,vakantie,0.34518267104397493
4915,793,45,regels,0.34518267104397493
4916,793,47,wij,0.314644575003624
4917,793,90,binnen,0.3063006257027963
4918,793,151,zoveel,0.3840647163851535
4919,794,1,lockdown,0.44246827876997047
4920,794,10,afstand,0.15505666764946238
4921,794,13,houden,0.2853483860936006
4922,794,14,mensen,0.4135404667511099
4923,794,44,nodig,0.7264570414090811
4924,795,6,meter,0.11550531175985622
4925,795,13,houden,0.1636001347152325
4926,795,37,wel,0.25257717492223614
4927,795,44,nodig,0.4165030385010482
4928,795,46,ruimte,0.4681461612832634
4929,795,93,personen,0.47474934186586304
4930,795,114,waar,0.33833585814657685
4931,795,137,#corona,0.40448064189773847
4932,796,10,afstand,0.07448473194835861
4933,796,13,houden,0.13707309961109096
4934,796,47,wij,0.6714942989832895
4935,796,75,onze,0.38199716066811734
4936,796,112,iedereen,0.2892156349702323
4937,796,135,tijd,0.41642715379583434
4938,796,148,vandaag,0.34896892098622806
4939,797,0,anderhalve,0.33157236647171384
4940,797,6,meter,0.13565083143125434
4941,797,45,regels,0.5162891493890257
4942,797,118,per,0.5424395079608306
4943,797,147,staan,0.5575513538237757
4944,798,6,meter,0.09630946013858635
4945,798,10,afstand,0.14825033044778776
4946,798,14,mensen,0.19769388759205997
4947,798,31,mogelijk,0.3438320350373496
4948,798,80,neem,0.4144168982206065
4949,798,90,binnen,0.32526578748908197
4950,798,96,kant,0.40784478365055926
4951,798,105,daarom,0.3958506506723389
4952,798,106,komen,0.35456115259160026
4953,798,110,houd,0.2918134194023603
4954,799,10,afstand,0.08063975894824069
4955,799,19,wanneer,0.42465085697919214
4956,799,20,we,0.42664770963111925
4957,799,23,handen,0.3394446647757783
4958,799,78,kans,0.33416832864851187
4959,799,102,houdt,0.36018435585957237
4960,799,111,nooit,0.42465085697919214
4961,799,114,waar,0.3069011859776852
4962,800,10,afstand,0.2084045297155182
4963,800,19,wanneer,0.5487315642823551
4964,800,29,m,0.3153547701256208
4965,800,102,houdt,0.46542829661719065
4966,800,149,net,0.5825711046913761
4967,801,10,afstand,0.08278334958102712
4968,801,39,elkaar,0.5506517931922874
4969,801,56,maken,0.3766535401490664
4970,801,110,houd,0.3258986639402928
4971,801,112,iedereen,0.3214382113993373
4972,801,125,samen,0.43010562487109194
4973,801,140,blijf,0.39183965971812246
4974,802,1,lockdown,0.5947918932018261
4975,802,35,gaat,0.8038797197226633
4976,803,6,meter,0.12829241842524114
4977,803,20,we,0.2612088697669483
4978,803,35,gaat,0.3808162257991311
4979,803,37,wel,0.280538930340784
4980,803,54,doe,0.5063963814689172
4981,803,108,anders,0.43710314700012515
4982,803,132,hele,0.49405610630656527
4983,804,1,lockdown,0.42913195337343574
4984,804,6,meter,0.09769502248791571
4985,804,14,mensen,0.401076047280048
4986,804,22,werkt,0.3808168106205566
4987,804,37,wel,0.2136311517453351
4988,804,54,doe,0.38562220965718014
4989,804,62,mondkapje,0.3596620698105196
4990,804,133,lekker,0.4203789340400792
4991,805,27,nl,0.42569456463846217
4992,805,35,gaat,0.29839160049573105
4993,805,61,#blijfthuis,0.3967909361915159
4994,805,79,laat,0.3967909361915159
4995,805,86,#houdafstand,0.4131754950780335
4996,805,114,waar,0.2944545118123838
4997,805,131,zit,0.3967909361915159
4998,806,6,meter,0.07756252368883108
4999,806,60,‘,0.7599333817587886
5000,806,65,waarom,0.2742149507413888
5001,806,71,zeggen,0.3187970883216618
5002,806,114,waar,0.22719459921318796
5003,806,134,staat,0.31436301215186346
5004,806,152,nee,0.298694489661871
5005,807,1,lockdown,0.2171519058032865
5006,807,13,houden,0.14004155513785674
5007,807,14,mensen,0.20295488917629226
5008,807,15,mogen,0.40638497181738076
5009,807,20,we,0.20130851842220313
5010,807,35,gaat,0.29348754609732824
5011,807,61,#blijfthuis,0.39026969252164195
5012,807,65,waarom,0.34955411799904995
5013,807,86,#houdafstand,0.40638497181738076
5014,807,116,straks,0.40073265570374833
5015,808,4,corona,0.23849998058104324
5016,808,7,vooral,0.33394695787871354
5017,808,10,afstand,0.11946362966888065
5018,808,13,houden,0.21984706907260088
5019,808,26,s,0.3025190015912746
5020,808,29,m,0.18077066522511825
5021,808,41,mondkapjes,0.2494574314059181
5022,808,65,waarom,0.27437730268240634
5023,808,80,neem,0.33394695787871354
5024,808,84,minder,0.6290982683777205
5025,809,11,blijven,0.3409937485988995
5026,809,25,normaal,0.36754115564441164
5027,809,41,mondkapjes,0.3436537502190093
5028,809,43,blijft,0.4333243911914174
5029,809,65,waarom,0.3779834840372217
5030,809,73,maatregelen,0.3610796911557223
5031,809,94,mtr,0.4117265800419139
5032,810,6,meter,0.1478998697422351
5033,810,10,afstand,0.11383203960919304
5034,810,84,minder,0.5994421833869802
5035,810,85,voldoende,0.636408979736894
5036,810,110,houd,0.44813008666584353
5037,811,27,nl,0.7450986413852752
5038,811,86,#houdafstand,0.3615931769034806
5039,811,87,#lockdown,0.33103582394504183
5040,811,137,#corona,0.3080729711492392
5041,811,138,#coronavirus,0.33103582394504183
5042,812,10,afstand,0.14217806230577865
5043,812,102,houdt,0.6350504324031873
5044,812,126,@nos,0.7592735652605713
